measurement type,taxon,new  taxon,vs_vegetation_taxon_count_calc,observation note,identified?,voucher?,hedge?,number of plants,number of plants front,number of plants back,taxon,new  taxon,vs_vegetation_taxon_group_calc,observation note,identified?,voucher?,hedge?,height of plant (m),plant width north-south (m),plant width east-west (m),clinometer distance (m),top of plant (deg),base of plant (deg),shrub shape,shrub class,_index,_parent_table_name,_parent_index,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission___version__,_submission__tags
count,Encelia farinosa,,Encelia farinosa,,yes,no,no,1,,,,,,,,,,,,,,,,,,1076,ESCA_shrub_survey,60,239277310,d4cab5b2-b413-4d3c-a8da-4c5a2a14ee81,2023-05-18 20:32:29,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,1077,ESCA_shrub_survey,60,239277310,d4cab5b2-b413-4d3c-a8da-4c5a2a14ee81,2023-05-18 20:32:29,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,98,,,,,,,,,,,,,,,,,,1078,ESCA_shrub_survey,61,239288266,be485473-d262-49e5-ab89-ddba3c89442c,2023-05-18 22:22:45,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,,,,,,,,,1079,ESCA_shrub_survey,61,239288266,be485473-d262-49e5-ab89-ddba3c89442c,2023-05-18 22:22:45,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Atriplex,,Atriplex,A. polycarpa,yes,no,no,1,,,,,,,,,,,,,,,,,,1080,ESCA_shrub_survey,62,239288294,5a14f00f-d199-403d-b196-8e1ff8f878c5,2023-05-18 22:22:56,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Atriplex,,Atriplex,A. polycarpa,yes,no,no,,,,,,,,,1081,ESCA_shrub_survey,62,239288294,5a14f00f-d199-403d-b196-8e1ff8f878c5,2023-05-18 22:22:56,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,90,,,,,,,,,,,,,,,,,,1082,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,23,,,,,,,,,,,,,,,,,,1083,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Krameria grayi,,Krameria grayi,,yes,no,no,3,,,,,,,,,,,,,,,,,,1084,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1085,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Krameria grayi,,Krameria grayi,,yes,no,no,,,,,,,,,1086,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1087,ESCA_shrub_survey,63,239558978,86cde405-3700-4a9c-9731-8ebf51d0e8f3,2023-05-19 20:26:14,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Leucophyllum,,Leucophyllum,,no,no,no,7,,,,,,,,,,,,,,,,,,1088,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Nerium oleander,,Nerium oleander,,yes,no,no,1,,,,,,,,,,,,,,,,,,1089,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Callistemon viminalis,,Callistemon viminalis,,yes,no,no,2,,,,,,,,,,,,,,,,,,1090,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Leucophyllum,,Leucophyllum,,no,no,no,,,,,,,,,1091,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Nerium oleander,,Nerium oleander,,yes,no,no,,,,,,,,,1092,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Callistemon viminalis,,Callistemon viminalis,,yes,no,no,,,,,,,,,1093,ESCA_shrub_survey,64,239558995,19e8af49-6649-46ce-8449-3e56ce9eb1aa,2023-05-19 20:26:21,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,1,,,,,,,,,,,,,,,,,,1094,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Sarcostemma cynanchoides,,Sarcostemma cynanchoides,,yes,no,no,1,,,,,,,,,,,,,,,,,,1095,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,1,,,,,,,,,,,,,,,,,,1096,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,1,,,,,,,,,,,,,,,,,,1097,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,109,,,,,,,,,,,,,,,,,,1098,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,59,,,,,,,,,,,,,,,,,,1099,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Echinocereus engelmannii,,Echinocereus engelmannii,,yes,no,no,,,,,,,,,1100,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sarcostemma cynanchoides,,Sarcostemma cynanchoides,,yes,no,no,,,,,,,,,1101,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,,,,,,,,,1102,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,,,,,,,,,1103,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1104,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1105,ESCA_shrub_survey,65,240184039,f81778c9-f5fa-4b68-960f-63f8db7436bc,2023-05-22 21:38:38,,,submitted_via_web,caplter_vader,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,96,,,,,,,,,,,,,,,,,,1106,ESCA_shrub_survey,66,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1107,ESCA_shrub_survey,66,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,2,,,,,,,,,,,,,,,,,,1108,ESCA_shrub_survey,66,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1109,ESCA_shrub_survey,66,240184108,65683f74-a5c3-4948-b14d-1f315308d2d7,2023-05-22 21:39:57,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Bougainvillea,,Bougainvillea,,no,no,no,8,,,,,,,,,,,,,,,,,,1110,ESCA_shrub_survey,67,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Bougainvillea,,Bougainvillea,,no,no,no,,,,,,,,,1111,ESCA_shrub_survey,67,240459343,a013a1e1-cb36-4c38-85ab-3f7397b7be2b,2023-05-23 22:45:00,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Hesperaloe parviflora,,Hesperaloe parviflora,,yes,no,no,1,,,,,,,,,,,,,,,,,,1112,ESCA_shrub_survey,68,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Nerium oleander,,Nerium oleander,,yes,no,no,2,,,,,,,,,,,,,,,,,,1113,ESCA_shrub_survey,68,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Nerium oleander,,Nerium oleander,,yes,no,no,,,,,,,,,1114,ESCA_shrub_survey,68,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Hesperaloe parviflora,,Hesperaloe parviflora,,yes,no,no,,,,,,,,,1115,ESCA_shrub_survey,68,240459375,35b7ca8e-a8bf-4bfd-9582-b0a8d65339c1,2023-05-23 22:45:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Encelia farinosa,,Encelia farinosa,,yes,no,no,,,,,,,,,1116,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Encelia farinosa,,Encelia farinosa,,yes,no,no,158,,,,,,,,,,,,,,,,,,1117,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,5,,,,,,,,,,,,,,,,,,1118,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1119,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Cylindropuntia acanthocarpa,,Cylindropuntia acanthocarpa,,yes,no,no,3,,,,,,,,,,,,,,,,,,1120,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Cylindropuntia acanthocarpa,,Cylindropuntia acanthocarpa,,yes,no,no,,,,,,,,,1121,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Mammillaria grahamii,,Mammillaria grahamii,,yes,no,no,,,,,,,,,1122,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Mammillaria grahamii,,Mammillaria grahamii,,yes,no,no,20,,,,,,,,,,,,,,,,,,1123,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ferocactus cylindraceus,,Ferocactus cylindraceus,,yes,no,no,,,,,,,,,1124,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ferocactus cylindraceus,,Ferocactus cylindraceus,,yes,no,no,19,,,,,,,,,,,,,,,,,,1125,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,33,,,,,,,,,,,,,,,,,,1126,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1127,ESCA_shrub_survey,69,240720767,062da5e0-42a7-442d-a7ab-b828ab322df3,2023-05-24 19:31:08,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Baccharis sarothroides,,Baccharis sarothroides,,yes,no,no,,0,11,,,,,,,,,,,,,,,,1128,ESCA_shrub_survey,70,240721024,236a1027-502c-44b6-95d2-76e35d901dbd,2023-05-24 19:32:42,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Stephanomeria pauciflora,,Stephanomeria pauciflora,,yes,no,no,,0,3,,,,,,,,,,,,,,,,1129,ESCA_shrub_survey,70,240721024,236a1027-502c-44b6-95d2-76e35d901dbd,2023-05-24 19:32:42,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Rhus lancea,,Rhus lancea,,yes,no,no,,0,5,,,,,,,,,,,,,,,,1130,ESCA_shrub_survey,70,240721024,236a1027-502c-44b6-95d2-76e35d901dbd,2023-05-24 19:32:42,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
,Nerium oleander,,Nerium oleander,,yes,no,no,,0,2,,,,,,,,,,,,,,,,1131,ESCA_shrub_survey,70,240721024,236a1027-502c-44b6-95d2-76e35d901dbd,2023-05-24 19:32:42,,,submitted_via_web,caplter_leia,vTX45p8bLFoQxtzU4JxqKd,
count,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,2,,,,,,,,,,,,,,,,,,1132,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Sphaeralcea ambigua,,Sphaeralcea ambigua,,yes,no,no,,,,,,,,,1133,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,16,,,,,,,,,,,,,,,,,,1134,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1135,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,156,,,,,,,,,,,,,,,,,,1136,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1137,ESCA_shrub_survey,71,241008462,a1f35567-6148-4ade-bb32-4c5eafadb98f,2023-05-25 20:04:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Larrea tridentata,,Larrea tridentata,,yes,no,no,21,,,,,,,,,,,,,,,,,,1138,ESCA_shrub_survey,72,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Larrea tridentata,,Larrea tridentata,,yes,no,no,,,,,,,,,1139,ESCA_shrub_survey,72,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,2,,,,,,,,,,,,,,,,,,1140,ESCA_shrub_survey,72,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ambrosia deltoidea,,Ambrosia deltoidea,,yes,no,no,,,,,,,,,1141,ESCA_shrub_survey,72,241008535,4ba19758-0872-4f1b-836a-8c287f9524e1,2023-05-25 20:04:33,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Nerium oleander,,Nerium oleander,,yes,no,no,4,,,,,,,,,,,,,,,,,,1142,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Nerium oleander,,Nerium oleander,,yes,no,no,,,,,,,,,1143,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Carissa grandiflora,,Carissa grandiflora,,yes,no,no,,,,,,,,,1144,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Carissa grandiflora,,Carissa grandiflora,,yes,no,no,1,,,,,,,,,,,,,,,,,,1145,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Bougainvillea,,Bougainvillea,,no,no,no,,,,,,,,,1146,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Ruellia peninsularis,,Ruellia peninsularis,,yes,no,no,,,,,,,,,1147,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Bougainvillea,,Bougainvillea,,no,no,no,1,,,,,,,,,,,,,,,,,,1148,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
survey,,,,,,,,,,,Hesperaloe parviflora,,Hesperaloe parviflora,,yes,no,no,,,,,,,,,1149,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Ruellia peninsularis,,Ruellia peninsularis,,yes,no,no,2,,,,,,,,,,,,,,,,,,1150,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
count,Hesperaloe parviflora,,Hesperaloe parviflora,,yes,no,no,3,,,,,,,,,,,,,,,,,,1151,ESCA_shrub_survey,73,241318938,ccee0f76-74b7-45e5-b407-8ed2dbe55d80,2023-05-26 20:27:54,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Leucophyllum,,Leucophyllum,,no,no,no,,7,0,,,,,,,,,,,,,,,,1152,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Punica granatum,,Punica granatum,,yes,no,no,,1,0,,,,,,,,,,,,,,,,1153,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Platycladus orientalis,,Platycladus orientalis,,yes,no,no,,2,0,,,,,,,,,,,,,,,,1154,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Hibiscus rosa-sinensis,,Hibiscus rosa-sinensis,,yes,no,no,,1,6,,,,,,,,,,,,,,,,1155,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Hardenbergia violaceae,,Hardenbergia violaceae,,yes,no,no,,3,2,,,,,,,,,,,,,,,,1156,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Lantana camara,,Lantana camara,,yes,no,no,,10,0,,,,,,,,,,,,,,,,1157,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Ilex vomitoria,,Ilex vomitoria,,yes,no,no,,1,1,,,,,,,,,,,,,,,,1158,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Rhus lancea,,Rhus lancea,,yes,no,no,,3,0,,,,,,,,,,,,,,,,1159,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Callistemon viminalis,,Callistemon viminalis,,yes,no,no,,6,0,,,,,,,,,,,,,,,,1160,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Buxus sempervirens,,Buxus sempervirens,,yes,no,no,,5,0,,,,,,,,,,,,,,,,1161,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Rosmarinus officinalis,,Rosmarinus officinalis,,yes,no,no,,1,0,,,,,,,,,,,,,,,,1162,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Carissa grandiflora,,Carissa grandiflora,,yes,no,no,,3,0,,,,,,,,,,,,,,,,1163,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Baccharis sarothroides,,Baccharis sarothroides,,yes,no,no,,2,0,,,,,,,,,,,,,,,,1164,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
,Passiflora,,Passiflora,,no,no,no,,0,1,,,,,,,,,,,,,,,,1165,ESCA_shrub_survey,74,242318516,429054b6-06eb-4808-aa3f-bceb3ec7cc34,2023-05-30 23:38:04,,,submitted_via_web,caplter_luke,vTX45p8bLFoQxtzU4JxqKd,
