taxa_clean,taxonID,taxonRank,acceptedNameUsageID,taxonomicStatus,update_date,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,vernacularName
Veronica arvensis,ITIS:33411,species,ITIS:33411,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,arvensis,,wall speedwell
Eschscholzia,ITIS:18954,genus,ITIS:18954,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,goldenpoppy
Cryptantha micrantha,ITIS:31836,species,ITIS:31836,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Cryptantha,micrantha,,redroot cryptantha
Stephanomeria pauciflora,ITIS:38451,species,ITIS:38451,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Stephanomeria,pauciflora,,wire lettuce
Cuscuta,ITIS:30710,genus,ITIS:30710,accepted,2012-01-27,NA,NA,NA,NA,NA,NA,,,dodder
Ruellia peninsularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola,ITIS:22030,genus,ITIS:22030,accepted,2012-03-29,NA,NA,NA,NA,NA,NA,,,violet
Eleusine indica,ITIS:41692,species,ITIS:41692,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Eleusine,indica,,wiregrass
Washingtonia filifera,ITIS:817243,species,ITIS:817243,accepted,2011-04-25,Plantae,NA,Magnoliopsida,Arecales,Arecaceae,Washingtonia,filifera,,California fan palm
Chenopodium album,ITIS:20592,species,ITIS:20592,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,album,,white goosefoot
Photinia x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malva,ITIS:21832,genus,ITIS:21832,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,mallow
Astragalus didymocarpus,ITIS:25495,species,ITIS:25495,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Astragalus,didymocarpus,,dwarf white milkvetch
Hibiscus,ITIS:21611,genus,ITIS:21611,accepted,2020-08-28,NA,NA,NA,NA,NA,NA,,,rosemallow
Brassica nigra,ITIS:23061,species,ITIS:23061,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Brassica,nigra,,black mustard
Boraginaceae,ITIS:31633,family,ITIS:31633,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,borage
Eriastrum eremicum,ITIS:31060,species,ITIS:31060,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Eriastrum,eremicum,,desert woolstar
Allionia incarnata,ITIS:19581,species,ITIS:19581,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Allionia,incarnata,,trailing windmills
Chamaesyce serrula,ITIS:501459,species,ITIS:28135,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,serrula,,sawtooth sandmat
Brickellia coulteri,ITIS:36871,species,ITIS:36871,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Brickellia,coulteri,,Coulters brickellbush
Chaenostoma cordatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canotia holacantha,ITIS:27939,species,ITIS:27939,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Celastrales,Celastraceae,Canotia,holacantha,,crucifixion thorn
Malva neglecta,ITIS:21836,species,ITIS:21836,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Malva,neglecta,,roundleaf mallow
Cynodon,ITIS:41616,genus,ITIS:41616,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,cynodon
Cynodon,ITIS:639169,genus,ITIS:639169,accepted,2004-09-15,NA,NA,NA,NA,NA,NA,,,NA
Modiola caroliniana,ITIS:21851,species,ITIS:21851,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Modiola,caroliniana,,Carolina modiola
Matthiola,ITIS:23247,genus,ITIS:23247,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,stock
Dalea,ITIS:26597,genus,ITIS:26597,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,prairieclovers
Astrolepis cochisensis,ITIS:500979,species,ITIS:500979,accepted,2012-10-26,Plantae,NA,Polypodiopsida,Polypodiales,Pteridaceae,Astrolepis,cochisensis,,Cochise scaly cloakfern
Hydrophyllaceae,ITIS:31356,family,ITIS:31356,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,waterleaf
Kalanchoe,ITIS:500355,genus,ITIS:500355,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,widows thrill
Lotus,ITIS:26361,genus,ITIS:26361,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,trefoil
Origanum,ITIS:32630,genus,ITIS:32630,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,NA
Nemacladus glanduliferus,ITIS:34589,species,ITIS:34589,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Asterales,Campanulaceae,Nemacladus,glanduliferus,,glandular threadplant
Setaria,ITIS:41229,genus,ITIS:41229,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,bristlegrass
Delphinium,ITIS:18457,genus,ITIS:18457,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,larkspur
Pseudorontium cyathiferum,ITIS:504638,species,ITIS:504638,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Pseudorontium,cyathiferum,,dogs mouth
Pseudognaphalium,ITIS:500903,genus,ITIS:500903,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,pseudognaphalium
Oligomeris linifolia,ITIS:504012,species,ITIS:504012,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Resedaceae,Oligomeris,linifolia,,lineleaf whitepuff
Allionia choisyi,ITIS:19579,species,ITIS:19579,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Allionia,choisyi,,annual windmills
Ebenopsis ebano,ITIS:565147,species,ITIS:565147,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Ebenopsis,ebano,,Texas ebony
Hilaria rigida,ITIS:41770,species,ITIS:41770,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hilaria,rigida,,NA
Ditaxis neomexicana,ITIS:512395,species,ITIS:512396,synonym,2012-02-27,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Ditaxis,serrata,,Yuma silverbush
Eragrostis pectinacea,ITIS:40723,species,ITIS:40723,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Eragrostis,pectinacea,,tufted lovegrass
Taraxacum,ITIS:36199,genus,ITIS:36199,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,dandelion
Antirrhinum majus,ITIS:33471,species,ITIS:33471,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Antirrhinum,majus,,garden snapdragon
Selaginella arizonica,ITIS:505111,species,ITIS:505111,accepted,2012-11-29,Plantae,NA,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,arizonica,,Arizona spikemoss
Linanthus demissus,ITIS:31297,species,ITIS:31297,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Linanthus,demissus,,desertsnow
Jasminum mesnyi,ITIS:32968,species,ITIS:32968,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Oleaceae,Jasminum,mesnyi,,Japanese jasmine
Chamaesyce hyssopifolia,ITIS:195986,species,ITIS:28084,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,hyssopifolia,,hyssopleaf sandmat
Polypogon monspeliensis,ITIS:41171,species,ITIS:41171,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Polypogon,monspeliensis,,rabbitfootgrass
Baccharis salicifolia,ITIS:183763,species,ITIS:183763,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Baccharis,salicifolia,,seepwillow baccharis
Polygonum argyrocoleon,ITIS:20873,species,ITIS:20873,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,argyrocoleon,,silversheath knotweed
Fabaceae,ITIS:500059,family,ITIS:500059,accepted,2022-02-25,NA,NA,NA,NA,NA,NA,,,peas
Mirabilis laevis,ITIS:517252,species,ITIS:517252,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,laevis,,desert wishbone bush
Trifolium mucronatum,ITIS:26293,species,ITIS:26293,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Trifolium,mucronatum,,cusp clover
Eriophyllum,ITIS:37330,genus,ITIS:37330,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,woolly sunflower
Pleuraphis,ITIS:500939,genus,ITIS:41765,synonym,2010-11-30,NA,NA,NA,NA,NA,NA,,,hilaria
Pennisetum,ITIS:42000,genus,ITIS:40569,synonym,2017-06-28,NA,NA,NA,NA,NA,NA,,,sandbur
Stylocline gnaphalioides,ITIS:38472,species,ITIS:780520,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Stylocline,gnaphaloides,,mountain neststraw
Asclepias subulata,ITIS:30307,species,ITIS:30307,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,subulata,,rush milkweed
Hedypnois cretica,ITIS:37591,species,ITIS:37591,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Hedypnois,cretica,,Cretanweed
Medicago hispida,ITIS:516849,species,ITIS:503725,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Medicago,polymorpha,,burclover
Lolium perenne,ITIS:40893,species,ITIS:40893,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Lolium,perenne,,Italian ryegrass
Spermolepis echinata,ITIS:29868,species,ITIS:29868,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Spermolepis,echinata,,bristly scaleseed
Petalonyx thurberi,ITIS:504258,species,ITIS:504258,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Petalonyx,thurberi,,Thurbers sandpaperplant
Bromus carinatus,ITIS:40481,species,ITIS:40481,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Bromus,carinatus,,mountain brome
Linanthus dichotomus,ITIS:31301,species,ITIS:31301,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Ericales,Polemoniaceae,Linanthus,dichotomus,,eveningsnow
Artemisia filifolia,ITIS:35463,species,ITIS:35463,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Artemisia,filifolia,,silvery wormwood
Mentzelia lindleyi,ITIS:503781,species,ITIS:503781,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,lindleyi,,Lindleys blazingstar
Mentzelia,ITIS:202469,genus,ITIS:202469,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,stickleaf
Emmenanthe penduliflora,ITIS:31362,species,ITIS:31362,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Hydrophyllaceae,Emmenanthe,penduliflora,,whisperingbells
Iris,ITIS:43191,genus,ITIS:43191,accepted,2011-02-04,NA,NA,NA,NA,NA,NA,,,iris
Iris,ITIS:666592,genus,ITIS:666592,accepted,2005-03-09,NA,NA,NA,NA,NA,NA,,,NA
Calibrachoa parviflora,ITIS:501120,species,ITIS:501120,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Calibrachoa,parviflora,,seaside petunia
Dalea neomexicana,ITIS:26633,species,ITIS:26633,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Dalea,neomexicana,,downy prairie clover
Lepidium integrifolium,ITIS:503378,species,ITIS:503378,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,integrifolium,,thickleaf pepperwort
Digitaria sanguinalis,ITIS:40604,species,ITIS:40604,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Digitaria,sanguinalis,,crabgrass
Physalis angulata,ITIS:30590,species,ITIS:30590,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Physalis,angulata,,lanceleaf groundcherry
Tidestromia lanuginosa,ITIS:20834,species,ITIS:20834,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Tidestromia,lanuginosa,,woolly tidestromia
Brassicaceae,ITIS:22669,family,ITIS:22669,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,mustards
Juncus bufonius,ITIS:39227,species,ITIS:39227,accepted,2011-04-25,Plantae,NA,Magnoliopsida,Poales,Juncaceae,Juncus,bufonius,,toad rush
Euphorbia ophthalmica,ITIS:28111,species,ITIS:28111,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,ophthalmica,,Florida hammock sandmat
Castela emoryi,ITIS:501319,species,ITIS:501319,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Sapindales,Simaroubaceae,Castela,emoryi,,crucifixion thorn
Tagetes patula,ITIS:38488,species,ITIS:38483,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Tagetes,erecta,,French marigold
Hibiscus grandiflorus,ITIS:21631,species,ITIS:21631,accepted,2020-08-28,Plantae,NA,Magnoliopsida,Malvales,Malvaceae,Hibiscus,grandiflorus,,swamp rosemallow
Wisteria sinensis,ITIS:27023,species,ITIS:27023,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Fabales,Fabaceae,Wisteria,sinensis,,Chinese wisteria
Chamaesyce capitellata,ITIS:501410,species,ITIS:28050,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,capitellata,,head spurge
Cressa truxilensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia eriantha,ITIS:28063,species,ITIS:28063,accepted,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,eriantha,,Mexican poinsettia
Ulmus parvifolia,ITIS:19055,species,ITIS:19055,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Rosales,Ulmaceae,Ulmus,parvifolia,,lacebark elm
Stylocline,ITIS:38469,genus,ITIS:38469,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,neststraw
Typha,ITIS:42324,genus,ITIS:42324,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,cattail
Plagiobothrys pringlei,ITIS:32014,species,ITIS:32014,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Plagiobothrys,pringlei,,Pringles popcornflower
Ambrosia artemisiifolia,ITIS:36496,species,ITIS:36496,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Ambrosia,artemisiifolia,,small ragweed
Helianthus,ITIS:36611,genus,ITIS:36611,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,sunflower
Lycium,ITIS:30531,genus,ITIS:30531,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,wolfberry species
Nama demissum,ITIS:31411,species,ITIS:835395,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Boraginales,Boraginaceae,Nama,demissa,,purplemat
Quincula lobata,ITIS:504721,species,ITIS:504721,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Quincula,lobata,,purpleflower groundcherry
Calycoseris wrightii,ITIS:36934,species,ITIS:36934,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Calycoseris,wrightii,,white tackstem
Dianthus,ITIS:20275,genus,ITIS:20275,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,pink
Petunia x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbena,ITIS:32070,genus,ITIS:32070,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,vervain
Pectis cylindrica,ITIS:38178,species,ITIS:38178,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Pectis,cylindrica,,Sonoran cinchweed
Lasthenia,ITIS:37833,genus,ITIS:37833,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,goldfields
Minuartia,ITIS:19979,genus,ITIS:19979,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,stitchwort
Porophyllum gracile,ITIS:38261,species,ITIS:38261,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Porophyllum,gracile,,slender poreleaf
Tropaeolum majus,ITIS:505615,species,ITIS:505615,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum,majus,,nasturtium
Sarcostemma,ITIS:30402,genus,ITIS:500233,synonym,2012-05-31,NA,NA,NA,NA,NA,NA,,,swallowwort
Mentzelia jonesii,ITIS:503777,species,ITIS:503777,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,jonesii,,Jones blazingstar
Phalaris,ITIS:41334,genus,ITIS:41334,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,canarygrass
Aizoaceae,ITIS:19897,family,ITIS:19897,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,iceplants
Bellis perennis,ITIS:36826,species,ITIS:36826,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Bellis,perennis,,lawndaisy
Amaranthus palmeri,ITIS:20740,species,ITIS:20740,accepted,2016-02-04,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,palmeri,,Palmers amaranth
Lycianthes rantonnetii,ITIS:821234,species,ITIS:821234,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Lycianthes,rantonnetii,,blue potatobush
Avena sativa,ITIS:41459,species,ITIS:41459,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Avena,sativa,,wild oats
Cryptobiotic Crust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lavandula,ITIS:500370,genus,ITIS:500370,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,lavender
Sorghum bicolor,ITIS:42108,species,ITIS:42108,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Sorghum,bicolor,,wild cane
Nymphaea,ITIS:18383,genus,ITIS:18383,accepted,2012-08-29,NA,NA,NA,NA,NA,NA,,,waterlily
Dyssodia porophylloides,ITIS:37265,species,ITIS:185203,synonym,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Adenophyllum,porophylloides,,San Felipe dyssodia
Vitex agnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monolepis,ITIS:20699,genus,ITIS:20699,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,povertyweed
Cactaceae,ITIS:19685,family,ITIS:19685,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,cacti
Atriplex wrightii,ITIS:20583,species,ITIS:20583,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,wrightii,,Wrights saltbush
Brasicaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lythrum californicum,ITIS:27082,species,ITIS:27082,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Myrtales,Lythraceae,Lythrum,californicum,,California loosestrife
Triodanis perfoliata,ITIS:34615,species,ITIS:34615,accepted,2012-02-27,Plantae,NA,Magnoliopsida,Asterales,Campanulaceae,Triodanis,perfoliata,,roundleaved triodanis
Coleus scutellarioides,ITIS:501608,species,ITIS:519177,synonym,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Plectranthus,scutellarioides,,NA
Hymenoclea,ITIS:37760,genus,ITIS:37760,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,burrobrush
Chamaesyce arizonica,ITIS:501402,species,ITIS:28043,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,arizonica,,Arizona sandmat
Dudleya,ITIS:195811,genus,ITIS:195811,accepted,2012-05-31,NA,NA,NA,NA,NA,NA,,,NA
Chamaesyce abramsiana,ITIS:501397,species,ITIS:28036,synonym,2017-04-25,Plantae,NA,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,abramsiana,,Abrams sandmat
Linaria maroccana,ITIS:503475,species,ITIS:503475,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,maroccana,,Moroccan toadflax
Nicotiana trigonophylla,ITIS:30569,species,ITIS:531463,synonym,2011-06-29,NA,NA,NA,NA,NA,NA,,,desert tobacco
Artemisia,ITIS:35431,genus,ITIS:35431,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,sagebrush
Amaranthus hybridus,ITIS:20735,species,ITIS:20735,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,hybridus,,smooth pigweed
Catharanthus roseus,ITIS:30168,species,ITIS:30168,accepted,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Catharanthus,roseus,,Madagascar periwinkle
Jacaranda,ITIS:34319,genus,ITIS:34319,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,jacaranda
Canna x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoradendron californicum,ITIS:27862,species,ITIS:27862,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Santalales,Santalaceae,Phoradendron,californicum,,mesquite mistletoe
Chaenactis,ITIS:36981,genus,ITIS:36981,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,pincushion
Trianthema portulacastrum,ITIS:19940,species,ITIS:19940,accepted,2012-08-29,Plantae,NA,Magnoliopsida,Caryophyllales,Aizoaceae,Trianthema,portulacastrum,,horse purslane
Anemone tuberosa,ITIS:18450,species,ITIS:18450,accepted,2011-06-29,Plantae,NA,Magnoliopsida,Ranunculales,Ranunculaceae,Anemone,tuberosa,,tuber anemone
Sarcostemma cynanchoides,ITIS:30405,species,ITIS:513718,synonym,2012-05-31,Plantae,NA,Magnoliopsida,Gentianales,Apocynaceae,Funastrum,cynanchoides,,fringed twinevine
Ocimum basilicum,ITIS:32627,species,ITIS:32627,accepted,2011-09-26,Plantae,NA,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,basilicum,,sweet basil
Alternanthera caracasana,ITIS:20766,species,ITIS:20766,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Alternanthera,caracasana,,washerwoman
Senecio lemmonii,ITIS:36151,species,ITIS:36151,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Senecio,lemmonii,,Lemmons ragwort
Physaria tenella,ITIS:823170,species,ITIS:823170,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Physaria,tenella,,Moapa bladderpod
Phyla nodiflora,ITIS:32197,species,ITIS:32197,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Verbenaceae,Phyla,nodiflora,,turkey tangle frogfruit
Liliaceae,ITIS:42633,family,ITIS:42633,accepted,2014-12-22,NA,NA,NA,NA,NA,NA,,,NA
Parkinsonia,ITIS:26825,genus,ITIS:26825,accepted,2011-06-29,NA,NA,NA,NA,NA,NA,,,paloverde
Thuja occidentalis,ITIS:505490,species,ITIS:505490,accepted,2011-07-25,Plantae,NA,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis,,swamp cedar
Tagetes,ITIS:38482,genus,ITIS:38482,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,marigold
Coriandrum sativum,ITIS:29622,species,ITIS:29622,accepted,2011-07-25,Plantae,NA,Magnoliopsida,Apiales,Apiaceae,Coriandrum,sativum,,coriander
Rosmarinus,ITIS:32676,genus,ITIS:32676,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,rosemary
Descurainia sophia,ITIS:22843,species,ITIS:22843,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Brassicales,Brassicaceae,Descurainia,sophia,,tansymustard
Chrysanthemum,ITIS:35791,genus,ITIS:35791,accepted,2010-10-05,NA,NA,NA,NA,NA,NA,,,daisy
Nuttallanthus texanus,ITIS:503971,species,ITIS:503971,accepted,2011-09-22,Plantae,NA,Magnoliopsida,Lamiales,Plantaginaceae,Nuttallanthus,texanus,,Texas toadflax
Petunia parviflora,ITIS:30585,species,ITIS:501120,synonym,2011-06-29,Plantae,NA,Magnoliopsida,Solanales,Solanaceae,Calibrachoa,parviflora,,seaside petunia
Caulanthus,ITIS:23074,genus,ITIS:23074,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,wild cabbage
Paspalum dilatatum,ITIS:40997,species,ITIS:40997,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Paspalum,dilatatum,,water grass
Hilaria mutica,ITIS:41769,species,ITIS:41769,accepted,2010-11-30,Plantae,NA,Magnoliopsida,Poales,Poaceae,Hilaria,mutica,,NA
Punica,ITIS:27277,genus,ITIS:27277,accepted,2012-06-27,NA,NA,NA,NA,NA,NA,,,pomegranate
Salsola kali,ITIS:20655,species,ITIS:20655,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Salsola,kali,,Russian thistle
Fouquieria,ITIS:500285,genus,ITIS:500285,accepted,2012-09-26,NA,NA,NA,NA,NA,NA,,,ocotillo
Calendula officinalis,ITIS:36910,species,ITIS:36910,accepted,2010-10-05,Plantae,NA,Magnoliopsida,Asterales,Asteraceae,Calendula,officinalis,,Scotch marigold
Sisymbrium,ITIS:23311,genus,ITIS:23311,accepted,2011-08-30,NA,NA,NA,NA,NA,NA,,,hedgemustard
Oenothera primiveris,ITIS:27410,species,ITIS:27410,accepted,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Oenothera,primiveris,,desert evening primrose
Leucophyllum,ITIS:33627,genus,ITIS:33627,accepted,2011-09-22,NA,NA,NA,NA,NA,NA,,,barometerbush
Tripleurospermum perforatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouteloua,ITIS:41491,genus,ITIS:41491,accepted,2010-11-30,NA,NA,NA,NA,NA,NA,,,grama
Dichondra repens,ITIS:845118,species,ITIS:845118,accepted,2012-01-27,Plantae,NA,Magnoliopsida,Solanales,Convolvulaceae,Dichondra,repens,,NA
Chenopodium leptophyllum,ITIS:20616,species,ITIS:20616,accepted,2011-08-30,Plantae,NA,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium,leptophyllum,,slimleaf lambsquarters
Camissonia micrantha,ITIS:27525,species,ITIS:836011,synonym,2011-12-08,Plantae,NA,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis,micrantha,,miniature suncup
Mentzelia albicaulis,ITIS:503757,species,ITIS:503757,accepted,2012-06-27,Plantae,NA,Magnoliopsida,Cornales,Loasaceae,Mentzelia,albicaulis,,whitestem stickleaf
